datetime,datetime,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,ch4_mean,rssi_77_mean,ch4_tc_1_mean,ch4_tc_2_mean,ch4_tc_3_mean,canopy_height,Zm,RECORD,PTemp_C_Avg,AirTC_Avg,AirTC_Max,AirTC_Min,AirTC_Std,RH_Max,RH_Min,RH.1,Rain_mm_Tot,NR_Wm2_Avg,NR_Wm2_Max,NR_Wm2_Min,NR_Wm2_Std,PPFD_Avg,PPFD_Max,PPFD_Min,PPFD_Std,PPFD_Tot,Volts_Avg,Volts_Max,Volts_Min,Volts_Std,MilliVolts_Avg,MilliVolts_Max,MilliVolts_Min,MilliVolts_Std,BattV_Min,VWC1,VWC2,Temp1,Temp2,HFP1,HFP2,Storage1,Storage2,G1,G2,PBLH,H_drop,LE_drop,co2_flux_drop,ch4_flux_drop,Minute,Day,UTC,Dir,fco2,fch4,Temp,VWC,ER,Run,Zo,d,Z_L,Z0,Sparse,Upland,Grass,Sedge,Fen,Shrub,Ocean,Water,Sum,Out_of_Basin
7/10/2016 13:30,7/10/2016 13:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.34333333,25.99,26.04,25.92,0.04,34.73666667,29.39,31.77,0.2,542.8666667,582.5666667,503.5,16.84666667,1140.333333,1144,1136.666667,1.620333333,7999,7999,7999,7999,4.839666667,2.12,2.276666667,2.096,0.043333333,12.53666667,,,,,,,,,,,,1,1,1,1,990,,2016-07-10 10:30:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
7/10/2016 14:00,7/10/2016 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,37.76,26.1925,26.3725,26.105,0.07825,36.342,29.462,32.56833333,0,528.4166667,567.45,495.3833333,15.71,1113.833333,1132.333333,1050.966667,24.70766667,7999,5800.166667,5801.5,5798,30.90583333,6.2476,8.013,4.3404,0.8204,12.94833333,,,,,,,,,,,,1,1,1,1,1020,,2016-07-10 11:00:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
7/10/2016 14:30,7/10/2016 14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,38.58166667,26.015,26.13666667,25.86666667,0.074166667,35.08666667,30.00333333,32.61833333,0,405.7833333,491.4,302.1466667,51.17166667,742.7,870.7666667,603.425,80.13683333,7999,1366.666667,1376,1355.666667,4.3715,5.7165,10.64416667,0.619833333,2.1625,13.20166667,,,,,,,,,,,,1,1,1,1,1050,,2016-07-10 11:30:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
7/10/2016 15:00,7/10/2016 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,33.075,24.87166667,25.17833333,24.58333333,0.187,38.28666667,32.56666667,35.46666667,0,207.67,386.9366667,93.76,96.93716667,553.2666667,879.8166667,358.5666667,176.5716667,7999,1333.833333,1340.333333,1331,2.115,2.438166667,8.598166667,-0.247833333,1.615166667,12.90833333,,,,,,,,,,,,1,1,1,1,1080,,2016-07-10 12:00:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
7/10/2016 15:30,7/10/2016 15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,29.85833333,25.17,25.45333333,24.91166667,0.161833333,40.54333333,33.61,35.49833333,0,431.65,486.2,331.4666667,43.97,934.8333333,985.5,760.6833333,61.63416667,7999,1344.5,1348.166667,1340.166667,1.932166667,3.327333333,7.9285,0.445,2.021666667,12.99333333,,,,,,,,,,,,1,1,1,1,1110,,2016-07-10 12:30:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
7/10/2016 16:00,7/10/2016 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,29.96666667,25.96666667,26.13333333,25.81833333,0.085833333,39.125,33.98166667,35.55166667,0,387.05,416.4,357.2166667,13.20333333,839.85,848.1666667,826.0333333,5.269833333,7999,1332.5,1334.5,1329.833333,0.9855,1.571,3.685833333,-1.099,1.221833333,12.86666667,,,,,,,,,,,,1,1,1,1,1140,,2016-07-10 13:00:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
7/10/2016 16:30,7/10/2016 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,30.305,24.95,25.135,24.76833333,0.11,49.50666667,41.87,48.39666667,0,320.9833333,357,284.0666667,15.49833333,732.5166667,740.5,716.2666667,4.648,7999,1330.666667,1332.333333,1328.833333,0.6915,1.6025,3.313833333,-0.090166667,1.014,12.845,,,,,,,,,,,,1,1,1,1,1170,,2016-07-10 13:30:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
7/10/2016 17:00,7/10/2016 17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,29.325,23.51833333,23.605,23.40333333,0.056833333,63.02666667,56.55166667,60.35166667,0,259.9833333,286.0833333,231.2333333,11.50683333,642.8333333,651.9833333,582.2833333,12.90183333,7999,1330,1331.5,1328.166667,0.611833333,1.5745,3.0605,0.045,0.959666667,12.845,,,,,,,,,,,,1,1,1,1,1200,,2016-07-10 14:00:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
7/10/2016 17:30,7/10/2016 17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,28.12333333,23.37,23.52166667,23.21166667,0.092166667,64.78333333,56.63833333,60.26666667,0,209.1333333,225.3333333,193.4833333,7.168333333,561.8833333,569.3666667,554.7166667,4.014666667,7999,1330.333333,1333.166667,1328.166667,1.197333333,1.623333333,3.7085,-0.174833333,1.203166667,12.845,,,,,,,,,,,,1,1,1,1,1230,,2016-07-10 14:30:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
7/10/2016 18:00,7/10/2016 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,26.965,24.2225,24.3725,24.095,0.0835,49.2125,43.535,45.2675,0,162.475,181.2,142.75,9.5045,489.175,504.2,463.1,12.793,7999,1339.25,1341.75,1335.25,1.70475,2.67775,4.659,0.30475,1.4575,12.945,,,,,,,,,,,,1,1,1,1,1260,,2016-07-10 15:00:00-06:00,,,,,,,,100,0.295801815,,,,,,,,,,,,
